Sensor,Pressao,Wavelet,Status_IA,Target,Status_Sistema
ESP_04,6.218789,-0.8618,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.048712,-0.7416,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180111,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.042711,-0.7373,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.202724,-0.8505,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.035822,-0.7324,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180214,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.0311,-0.7291,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.179908,-0.8343,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.064358,-0.7526,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180624,-0.8348,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.057076,-0.7475,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.220221,-0.8628,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.051172,-0.7433,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.184205,-0.8374,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.043793,-0.7381,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.202623,-0.8504,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.035036,-0.7319,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180214,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.030805,-0.7289,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.179703,-0.8342,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.035724,-0.7324,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180317,-0.8346,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.060618,-0.75,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.185126,-0.838,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.052156,-0.744,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180214,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.045465,-0.7393,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.204669,-0.8518,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.039168,-0.7348,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.185023,-0.8379,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031395,-0.7293,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.187172,-0.8395,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.067112,-0.7546,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.18042,-0.8347,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.061209,-0.7504,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.223086,-0.8649,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.054124,-0.7454,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.18001,-0.8344,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.046154,-0.7397,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.20518,-0.8522,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.039463,-0.735,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.196995,-0.8464,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031788,-0.7296,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.188707,-0.8405,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.069474,-0.7562,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180214,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.062389,-0.7512,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.22237,-0.8643,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.034249,-0.7313,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.179191,-0.8338,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.046154,-0.7397,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.206409,-0.8531,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.04025,-0.7356,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.184,-0.8372,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031296,-0.7292,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.179908,-0.8343,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.072032,-0.758,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180111,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.06357,-0.7521,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.224109,-0.8656,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.056682,-0.7472,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180214,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.049204,-0.7419,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.208045,-0.8542,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.040742,-0.7359,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180317,-0.8346,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.034642,-0.7316,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.18042,-0.8347,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.072229,-0.7582,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180214,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.064554,-0.7528,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.225951,-0.8669,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.057862,-0.748,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.179805,-0.8342,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.049992,-0.7425,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.208352,-0.8544,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.043399,-0.7378,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.185228,-0.8381,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.035528,-0.7322,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180111,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.030903,-0.729,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.183795,-0.8371,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.064751,-0.7529,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180521,-0.8348,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.057961,-0.7481,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.185126,-0.838,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.0495,-0.7421,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.211421,-0.8566,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.044088,-0.7383,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.202724,-0.8505,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.037102,-0.7333,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.186456,-0.839,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.0311,-0.7291,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.18441,-0.8375,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.030116,-0.7284,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180317,-0.8346,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.033954,-0.7311,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180111,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.051074,-0.7432,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.211319,-0.8565,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.030313,-0.7285,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.202929,-0.8506,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.037594,-0.7337,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.179601,-0.8341,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.030608,-0.7287,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.186251,-0.8388,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.065341,-0.7533,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180317,-0.8346,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.059043,-0.7489,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.186047,-0.8387,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.052943,-0.7445,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.212241,-0.8572,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.046055,-0.7397,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.182671,-0.8363,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.038085,-0.734,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.196279,-0.8459,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031199,-0.7292,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.187786,-0.8399,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.066226,-0.7539,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180214,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.060717,-0.75,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.184819,-0.8378,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.053632,-0.745,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.214491,-0.8588,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.04704,-0.7404,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.182772,-0.8363,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.03966,-0.7352,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.195972,-0.8457,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.0311,-0.7291,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.189116,-0.8408,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.069769,-0.7564,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180214,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.061602,-0.7507,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.186558,-0.839,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.054911,-0.7459,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.216128,-0.8599,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.046941,-0.7403,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.206715,-0.8533,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.040644,-0.7358,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.197915,-0.8471,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031592,-0.7294,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.190037,-0.8415,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.069376,-0.7562,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180624,-0.8348,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.063767,-0.7522,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.185842,-0.8385,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.056289,-0.7469,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.219505,-0.8623,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.04881,-0.7416,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.208045,-0.8542,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.041333,-0.7363,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.199655,-0.8483,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.034151,-0.7313,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.190856,-0.8421,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031296,-0.7292,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180624,-0.8348,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.063274,-0.7518,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.184205,-0.8374,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.056584,-0.7471,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.218482,-0.8616,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.049696,-0.7422,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.210705,-0.8561,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.042317,-0.737,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.200781,-0.8491,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.034249,-0.7313,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.192186,-0.843,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031002,-0.729,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.183284,-0.8367,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.065637,-0.7535,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.226667,-0.8674,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.057961,-0.7481,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.217459,-0.8609,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.050483,-0.7428,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.184307,-0.8374,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.043596,-0.7379,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.201497,-0.8496,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.035331,-0.7321,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.193516,-0.8439,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031395,-0.7293,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.185228,-0.8381,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.065144,-0.7532,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180214,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.058945,-0.7488,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.220528,-0.863,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.050483,-0.7428,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.212138,-0.8571,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.045465,-0.7393,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.202724,-0.8505,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.037495,-0.7336,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.194539,-0.8447,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.03169,-0.7295,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.186661,-0.8391,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.06662,-0.7542,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180214,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.060421,-0.7498,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.222166,-0.8642,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.053533,-0.745,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.21265,-0.8575,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.044973,-0.7389,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.206204,-0.8529,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.038184,-0.7341,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.195152,-0.8451,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031395,-0.7293,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.188195,-0.8402,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.06603,-0.7538,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180317,-0.8346,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.059831,-0.7494,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.223598,-0.8652,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.053632,-0.745,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.214696,-0.8589,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.042612,-0.7372,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.207022,-0.8535,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.038971,-0.7347,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.19945,-0.8481,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031395,-0.7293,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.189116,-0.8408,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.069571,-0.7563,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180214,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.062586,-0.7514,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.222882,-0.8647,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.055108,-0.7461,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.21531,-0.8594,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.046547,-0.74,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.207943,-0.8541,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.040447,-0.7357,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.198939,-0.8478,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031592,-0.7294,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.190549,-0.8418,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.070261,-0.7568,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180521,-0.8348,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.063963,-0.7523,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.226463,-0.8672,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.055994,-0.7467,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.217152,-0.8607,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.048614,-0.7415,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.20825,-0.8544,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.041234,-0.7363,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.199757,-0.8484,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031296,-0.7292,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.18001,-0.8344,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.069474,-0.7562,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180214,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.064259,-0.7525,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.225644,-0.8667,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.057076,-0.7475,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.215924,-0.8598,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.04881,-0.7416,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.210195,-0.8557,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.04212,-0.7369,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.200984,-0.8492,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.033954,-0.7311,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.192288,-0.8431,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.07154,-0.7577,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.184103,-0.8373,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.065341,-0.7533,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.227486,-0.868,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.058355,-0.7484,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.220118,-0.8628,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.051172,-0.7433,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.211319,-0.8565,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.043399,-0.7378,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.201497,-0.8496,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.035233,-0.732,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.194334,-0.8445,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031395,-0.7293,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.18574,-0.8384,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.065833,-0.7537,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180317,-0.8346,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.058355,-0.7484,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.221448,-0.8637,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.052058,-0.7439,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.212036,-0.857,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.042514,-0.7372,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.20385,-0.8513,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.035233,-0.732,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180111,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031493,-0.7294,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.186047,-0.8387,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.066522,-0.7541,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180214,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.059831,-0.7494,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.221756,-0.8639,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.051566,-0.7436,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.213161,-0.8578,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.04458,-0.7386,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.204157,-0.8515,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.037495,-0.7336,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.196688,-0.8462,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031493,-0.7294,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.188195,-0.8402,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.064948,-0.753,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180317,-0.8346,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.061307,-0.7505,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.223495,-0.8651,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.052058,-0.7439,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.213059,-0.8578,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.046351,-0.7399,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.205384,-0.8523,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.038971,-0.7347,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.197915,-0.8471,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.031199,-0.7292,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.188809,-0.8406,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.068391,-0.7555,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180214,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.061504,-0.7506,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.224314,-0.8657,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.054321,-0.7455,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.216947,-0.8605,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.033363,-0.7307,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.208045,-0.8542,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.039857,-0.7353,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.198734,-0.8476,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.030903,-0.729,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.190958,-0.8421,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.069671,-0.7564,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_04,6.180111,-0.8345,ALERTA: Instabilidade de Fluxo,0,NORMAL
ESP_01,6.060323,-0.7498,ALERTA: Instabilidade de Fluxo,0,NORMAL
