Sensor,Pressao,Wavelet,Status_IA,Target,Status_Sistema
ESP_01,6.054222,-0.7454,,0,NORMAL
ESP_04,6.191777,-0.8427,,0,NORMAL
ESP_01,6.046744,-0.7402,,0,NORMAL
ESP_04,6.183181,-0.8366,,0,NORMAL
ESP_01,6.037004,-0.7333,,0,NORMAL
ESP_04,6.180521,-0.8348,,0,NORMAL
ESP_01,6.032281,-0.7299,,0,NORMAL
ESP_04,6.218584,-0.8617,,0,NORMAL
ESP_01,6.025393,-0.7251,,0,NORMAL
ESP_04,6.212241,-0.8572,,0,NORMAL
ESP_01,6.061406,-0.7505,,0,NORMAL
ESP_04,6.201497,-0.8496,,0,NORMAL
ESP_01,6.053239,-0.7448,,0,NORMAL
ESP_04,6.193823,-0.8442,,0,NORMAL
ESP_01,6.045761,-0.7395,,0,NORMAL
ESP_04,6.18441,-0.8375,,0,NORMAL
ESP_01,6.04025,-0.7356,,0,NORMAL
ESP_04,6.180317,-0.8346,,0,NORMAL
ESP_01,6.034249,-0.7313,,0,NORMAL
ESP_04,6.219607,-0.8624,,0,NORMAL
ESP_01,6.027459,-0.7265,,0,NORMAL
ESP_04,6.211831,-0.8569,,0,NORMAL
ESP_01,6.063274,-0.7518,,0,NORMAL
ESP_04,6.202623,-0.8504,,0,NORMAL
ESP_01,6.055994,-0.7467,,0,NORMAL
ESP_04,6.193618,-0.844,,0,NORMAL
ESP_01,6.04822,-0.7412,,0,NORMAL
ESP_04,6.186251,-0.8388,,0,NORMAL
ESP_01,6.040349,-0.7356,,0,NORMAL
ESP_04,6.180624,-0.8348,,0,NORMAL
ESP_01,6.032182,-0.7299,,0,NORMAL
ESP_04,6.222575,-0.8645,,0,NORMAL
ESP_01,6.026475,-0.7258,,0,NORMAL
ESP_04,6.21265,-0.8575,,0,NORMAL
ESP_01,6.063767,-0.7522,,0,NORMAL
ESP_04,6.204157,-0.8515,,0,NORMAL
ESP_01,6.056289,-0.7469,,0,NORMAL
ESP_04,6.19679,-0.8463,,0,NORMAL
ESP_01,6.049696,-0.7422,,0,NORMAL
ESP_04,6.186661,-0.8391,,0,NORMAL
ESP_01,6.029427,-0.7279,,0,NORMAL
ESP_04,6.180214,-0.8345,,0,NORMAL
ESP_01,6.035528,-0.7322,,0,NORMAL
ESP_04,6.180931,-0.835,,0,NORMAL
ESP_01,6.027262,-0.7264,,0,NORMAL
ESP_04,6.213263,-0.8579,,0,NORMAL
ESP_01,6.062881,-0.7516,,0,NORMAL
ESP_04,6.206204,-0.8529,,0,NORMAL
ESP_01,6.057174,-0.7475,,0,NORMAL
ESP_04,6.197097,-0.8465,,0,NORMAL
ESP_01,6.048319,-0.7413,,0,NORMAL
ESP_04,6.188707,-0.8405,,0,NORMAL
ESP_01,6.041333,-0.7363,,0,NORMAL
ESP_04,6.181135,-0.8352,,0,NORMAL
ESP_01,6.036807,-0.7331,,0,NORMAL
ESP_04,6.225951,-0.8669,,0,NORMAL
ESP_01,6.030706,-0.7288,,0,NORMAL
ESP_04,6.215616,-0.8596,,0,NORMAL
ESP_01,6.029624,-0.7281,,0,NORMAL
ESP_04,6.207534,-0.8539,,0,NORMAL
ESP_01,6.058453,-0.7484,,0,NORMAL
ESP_04,6.19945,-0.8481,,0,NORMAL
ESP_01,6.051271,-0.7434,,0,NORMAL
ESP_04,6.189526,-0.8411,,0,NORMAL
ESP_01,6.044875,-0.7388,,0,NORMAL
ESP_04,6.18042,-0.8347,,0,NORMAL
ESP_01,6.036413,-0.7329,,0,NORMAL
ESP_04,6.223495,-0.8651,,0,NORMAL
ESP_01,6.028344,-0.7271,,0,NORMAL
ESP_04,6.217459,-0.8609,,0,NORMAL
ESP_01,6.024212,-0.7242,,0,NORMAL
ESP_04,6.209989,-0.8556,,0,NORMAL
ESP_01,6.057764,-0.748,,0,NORMAL
ESP_04,6.200372,-0.8488,,0,NORMAL
ESP_01,6.050385,-0.7427,,0,NORMAL
ESP_04,6.191367,-0.8424,,0,NORMAL
ESP_01,6.047334,-0.7406,,0,NORMAL
ESP_04,6.18042,-0.8347,,0,NORMAL
ESP_01,6.037692,-0.7338,,0,NORMAL
ESP_04,6.22769,-0.8681,,0,NORMAL
ESP_01,6.030805,-0.7289,,0,NORMAL
ESP_04,6.217765,-0.8611,,0,NORMAL
ESP_01,6.027262,-0.7264,,0,NORMAL
ESP_04,6.209171,-0.855,,0,NORMAL
ESP_01,6.058355,-0.7484,,0,NORMAL
ESP_04,6.200064,-0.8486,,0,NORMAL
ESP_01,6.051663,-0.7436,,0,NORMAL
ESP_04,6.191981,-0.8429,,0,NORMAL
ESP_01,6.045958,-0.7396,,0,NORMAL
ESP_04,6.183386,-0.8368,,0,NORMAL
ESP_01,6.037495,-0.7336,,0,NORMAL
ESP_04,6.226053,-0.867,,0,NORMAL
ESP_01,6.03169,-0.7295,,0,NORMAL
ESP_04,6.184511,-0.8376,,0,NORMAL
ESP_01,6.02618,-0.7256,,0,NORMAL
ESP_04,6.211524,-0.8567,,0,NORMAL
ESP_01,6.060323,-0.7498,,0,NORMAL
ESP_04,6.203339,-0.8509,,0,NORMAL
ESP_01,6.054124,-0.7454,,0,NORMAL
ESP_04,6.194129,-0.8444,,0,NORMAL
ESP_01,6.043694,-0.738,,0,NORMAL
ESP_04,6.185535,-0.8383,,0,NORMAL
ESP_01,6.036708,-0.7331,,0,NORMAL
ESP_04,6.180214,-0.8345,,0,NORMAL
ESP_01,6.030411,-0.7286,,0,NORMAL
ESP_04,6.218789,-0.8618,,0,NORMAL
ESP_01,6.025589,-0.7252,,0,NORMAL
ESP_04,6.211831,-0.8569,,0,NORMAL
ESP_01,6.058552,-0.7485,,0,NORMAL
ESP_04,6.20252,-0.8503,,0,NORMAL
ESP_01,6.053533,-0.745,,0,NORMAL
ESP_04,6.194949,-0.845,,0,NORMAL
ESP_01,6.046154,-0.7397,,0,NORMAL
ESP_04,6.180317,-0.8346,,0,NORMAL
ESP_01,6.039562,-0.7351,,0,NORMAL
ESP_04,6.180214,-0.8345,,0,NORMAL
ESP_01,6.032478,-0.7301,,0,NORMAL
ESP_04,6.221448,-0.8637,,0,NORMAL
ESP_01,6.02313,-0.7235,,0,NORMAL
ESP_04,6.212547,-0.8574,,0,NORMAL
ESP_01,6.059536,-0.7492,,0,NORMAL
ESP_04,6.204055,-0.8514,,0,NORMAL
ESP_01,6.054714,-0.7458,,0,NORMAL
ESP_04,6.194334,-0.8445,,0,NORMAL
ESP_01,6.048023,-0.7411,,0,NORMAL
ESP_04,6.183795,-0.8371,,0,NORMAL
ESP_01,6.042514,-0.7372,,0,NORMAL
ESP_04,6.180214,-0.8345,,0,NORMAL
ESP_01,6.032674,-0.7302,,0,NORMAL
ESP_04,6.221244,-0.8635,,0,NORMAL
ESP_01,6.02431,-0.7243,,0,NORMAL
ESP_04,6.214287,-0.8586,,0,NORMAL
ESP_01,6.064062,-0.7524,,0,NORMAL
ESP_04,6.204874,-0.852,,0,NORMAL
ESP_01,6.056486,-0.747,,0,NORMAL
ESP_04,6.19679,-0.8463,,0,NORMAL
ESP_01,6.048122,-0.7411,,0,NORMAL
ESP_04,6.183079,-0.8366,,0,NORMAL
ESP_01,6.044875,-0.7388,,0,NORMAL
ESP_04,6.180214,-0.8345,,0,NORMAL
ESP_01,6.035331,-0.7321,,0,NORMAL
ESP_04,6.222575,-0.8645,,0,NORMAL
ESP_01,6.025098,-0.7249,,0,NORMAL
ESP_04,6.214491,-0.8588,,0,NORMAL
ESP_01,6.02805,-0.7269,,0,NORMAL
ESP_04,6.204975,-0.852,,0,NORMAL
ESP_01,6.054911,-0.7459,,0,NORMAL
ESP_04,6.197097,-0.8465,,0,NORMAL
ESP_01,6.048614,-0.7415,,0,NORMAL
ESP_04,6.183693,-0.837,,0,NORMAL
ESP_01,6.042711,-0.7373,,0,NORMAL
ESP_04,6.18001,-0.8344,,0,NORMAL
ESP_01,6.038085,-0.734,,0,NORMAL
ESP_04,6.223086,-0.8649,,0,NORMAL
ESP_01,6.027361,-0.7265,,0,NORMAL
ESP_04,6.216333,-0.8601,,0,NORMAL
ESP_01,6.030116,-0.7284,,0,NORMAL
ESP_04,6.205896,-0.8527,,0,NORMAL
ESP_01,6.058453,-0.7484,,0,NORMAL
ESP_04,6.199757,-0.8484,,0,NORMAL
ESP_01,6.050975,-0.7432,,0,NORMAL
ESP_04,6.184205,-0.8374,,0,NORMAL
ESP_01,6.042021,-0.7368,,0,NORMAL
ESP_04,6.180111,-0.8345,,0,NORMAL
ESP_01,6.036904,-0.7332,,0,NORMAL
ESP_04,6.226769,-0.8675,,0,NORMAL
ESP_01,6.028934,-0.7276,,0,NORMAL
ESP_04,6.216435,-0.8601,,0,NORMAL
ESP_01,6.023523,-0.7237,,0,NORMAL
ESP_04,6.207943,-0.8541,,0,NORMAL
ESP_01,6.054714,-0.7458,,0,NORMAL
ESP_04,6.200166,-0.8486,,0,NORMAL
ESP_01,6.051172,-0.7433,,0,NORMAL
ESP_04,6.184819,-0.8378,,0,NORMAL
ESP_01,6.041727,-0.7366,,0,NORMAL
ESP_04,6.183386,-0.8368,,0,NORMAL
ESP_01,6.034543,-0.7315,,0,NORMAL
ESP_04,6.226156,-0.867,,0,NORMAL
ESP_01,6.028344,-0.7271,,0,NORMAL
ESP_04,6.216743,-0.8604,,0,NORMAL
ESP_01,6.022933,-0.7233,,0,NORMAL
ESP_04,6.208557,-0.8546,,0,NORMAL
ESP_01,6.055994,-0.7467,,0,NORMAL
ESP_04,6.201497,-0.8496,,0,NORMAL
ESP_01,6.048023,-0.7411,,0,NORMAL
ESP_04,6.180111,-0.8345,,0,NORMAL
ESP_01,6.043005,-0.7375,,0,NORMAL
ESP_04,6.184614,-0.8376,,0,NORMAL
ESP_01,6.036512,-0.7329,,0,NORMAL
ESP_04,6.180214,-0.8345,,0,NORMAL
ESP_01,6.028542,-0.7273,,0,NORMAL
ESP_04,6.218482,-0.8616,,0,NORMAL
ESP_01,6.023523,-0.7237,,0,NORMAL
ESP_04,6.212241,-0.8572,,0,NORMAL
ESP_01,6.06052,-0.7499,,0,NORMAL
ESP_04,6.201906,-0.8499,,0,NORMAL
ESP_01,6.053632,-0.745,,0,NORMAL
ESP_04,6.183897,-0.8371,,0,NORMAL
ESP_01,6.04517,-0.739,,0,NORMAL
ESP_04,6.186047,-0.8387,,0,NORMAL
ESP_01,6.036216,-0.7327,,0,NORMAL
ESP_04,6.180111,-0.8345,,0,NORMAL
ESP_01,6.029525,-0.728,,0,NORMAL
ESP_04,6.219812,-0.8625,,0,NORMAL
ESP_01,6.023622,-0.7238,,0,NORMAL
ESP_04,6.21091,-0.8562,,0,NORMAL
ESP_01,6.028344,-0.7271,,0,NORMAL
ESP_04,6.184205,-0.8374,,0,NORMAL
ESP_01,6.052747,-0.7444,,0,NORMAL
ESP_04,6.183693,-0.837,,0,NORMAL
ESP_01,6.046744,-0.7402,,0,NORMAL
ESP_04,6.187377,-0.8396,,0,NORMAL
ESP_01,6.037102,-0.7333,,0,NORMAL
ESP_04,6.180317,-0.8346,,0,NORMAL
ESP_01,6.024015,-0.7241,,0,NORMAL
ESP_04,6.221448,-0.8637,,0,NORMAL
ESP_01,6.024704,-0.7246,,0,NORMAL
ESP_04,6.212343,-0.8573,,0,NORMAL
ESP_01,6.059831,-0.7494,,0,NORMAL
ESP_04,6.204566,-0.8518,,0,NORMAL
ESP_01,6.054714,-0.7458,,0,NORMAL
ESP_04,6.184205,-0.8374,,0,NORMAL
ESP_01,6.047925,-0.741,,0,NORMAL
ESP_04,6.188809,-0.8406,,0,NORMAL
ESP_01,6.04025,-0.7356,,0,NORMAL
ESP_04,6.18001,-0.8344,,0,NORMAL
ESP_01,6.031887,-0.7297,,0,NORMAL
ESP_04,6.222882,-0.8647,,0,NORMAL
ESP_01,6.023032,-0.7234,,0,NORMAL
ESP_04,6.213571,-0.8581,,0,NORMAL
ESP_01,6.060913,-0.7502,,0,NORMAL
ESP_04,6.204874,-0.852,,0,NORMAL
ESP_01,6.054518,-0.7457,,0,NORMAL
ESP_04,6.183386,-0.8368,,0,NORMAL
ESP_01,6.048023,-0.7411,,0,NORMAL
ESP_04,6.189322,-0.841,,0,NORMAL
ESP_01,6.040053,-0.7354,,0,NORMAL
ESP_04,6.180111,-0.8345,,0,NORMAL
ESP_01,6.033264,-0.7306,,0,NORMAL
ESP_04,6.223393,-0.8651,,0,NORMAL
ESP_01,6.027656,-0.7267,,0,NORMAL
ESP_04,6.214389,-0.8587,,0,NORMAL
ESP_01,6.063176,-0.7518,,0,NORMAL
ESP_04,6.205999,-0.8528,,0,NORMAL
ESP_01,6.057371,-0.7477,,0,NORMAL
ESP_04,6.182875,-0.8364,,0,NORMAL
ESP_01,6.048319,-0.7413,,0,NORMAL
ESP_04,6.190753,-0.842,,0,NORMAL
ESP_01,6.040545,-0.7358,,0,NORMAL
ESP_04,6.180111,-0.8345,,0,NORMAL
ESP_01,6.034151,-0.7313,,0,NORMAL
ESP_04,6.224621,-0.8659,,0,NORMAL
ESP_01,6.026672,-0.726,,0,NORMAL
ESP_04,6.216947,-0.8605,,0,NORMAL
ESP_01,6.064358,-0.7526,,0,NORMAL
ESP_04,6.20825,-0.8544,,0,NORMAL
ESP_01,6.057568,-0.7478,,0,NORMAL
ESP_04,6.183489,-0.8369,,0,NORMAL
ESP_01,6.048516,-0.7414,,0,NORMAL
ESP_04,6.191572,-0.8426,,0,NORMAL
ESP_01,6.04399,-0.7382,,0,NORMAL
ESP_04,6.183181,-0.8366,,0,NORMAL
ESP_01,6.035331,-0.7321,,0,NORMAL
ESP_04,6.224723,-0.866,,0,NORMAL
ESP_01,6.028246,-0.7271,,0,NORMAL
ESP_04,6.218687,-0.8617,,0,NORMAL
ESP_01,6.02313,-0.7235,,0,NORMAL
ESP_04,6.210092,-0.8557,,0,NORMAL
ESP_01,6.055895,-0.7466,,0,NORMAL
ESP_04,6.184307,-0.8374,,0,NORMAL
ESP_01,6.052254,-0.7441,,0,NORMAL
ESP_04,6.193004,-0.8436,,0,NORMAL
ESP_01,6.044088,-0.7383,,0,NORMAL
ESP_04,6.185023,-0.8379,,0,NORMAL
ESP_01,6.037102,-0.7333,,0,NORMAL
ESP_04,6.180111,-0.8345,,0,NORMAL
ESP_01,6.027361,-0.7265,,0,NORMAL
ESP_04,6.218073,-0.8613,,0,NORMAL
ESP_04,6.18441,-0.8375,,0,NORMAL
ESP_01,6.023032,-0.7234,,0,NORMAL
ESP_01,6.058552,-0.7485,,0,NORMAL
ESP_04,6.202418,-0.8502,,0,NORMAL
ESP_01,6.049795,-0.7423,,0,NORMAL
ESP_04,6.194539,-0.8447,,0,NORMAL
ESP_01,6.043103,-0.7376,,0,NORMAL
ESP_04,6.185842,-0.8385,,0,NORMAL
ESP_01,6.037102,-0.7333,,0,NORMAL
ESP_04,6.180111,-0.8345,,0,NORMAL
ESP_01,6.030116,-0.7284,,0,NORMAL
ESP_04,6.180317,-0.8346,,0,NORMAL
ESP_01,6.022145,-0.7228,,0,NORMAL
ESP_04,6.184103,-0.8373,,0,NORMAL
ESP_01,6.058453,-0.7484,,0,NORMAL
ESP_04,6.204157,-0.8515,,0,NORMAL
ESP_01,6.049598,-0.7422,,0,NORMAL
ESP_04,6.184205,-0.8374,,0,NORMAL
ESP_01,6.025785,-0.7253,,0,NORMAL
ESP_04,6.18707,-0.8394,,0,NORMAL
ESP_01,6.036118,-0.7326,,0,NORMAL
ESP_04,6.179805,-0.8342,,0,NORMAL
ESP_01,6.030706,-0.7288,,0,NORMAL
ESP_04,6.221347,-0.8636,,0,NORMAL
ESP_01,6.022441,-0.723,,0,NORMAL
ESP_04,6.21265,-0.8575,,0,NORMAL
ESP_01,6.059043,-0.7489,,0,NORMAL
ESP_04,6.204874,-0.852,,0,NORMAL
ESP_01,6.050778,-0.743,,0,NORMAL
ESP_04,6.184717,-0.8377,,0,NORMAL
ESP_01,6.02254,-0.723,,0,NORMAL
ESP_04,6.188809,-0.8406,,0,NORMAL
ESP_01,6.038283,-0.7342,,0,NORMAL
ESP_04,6.180111,-0.8345,,0,NORMAL
ESP_01,6.031199,-0.7292,,0,NORMAL
ESP_04,6.184717,-0.8377,,0,NORMAL
ESP_01,6.023032,-0.7234,,0,NORMAL
ESP_04,6.214287,-0.8586,,0,NORMAL
ESP_01,6.059634,-0.7493,,0,NORMAL
ESP_04,6.206715,-0.8533,,0,NORMAL
ESP_01,6.051271,-0.7434,,0,NORMAL
ESP_04,6.184205,-0.8374,,0,NORMAL
ESP_01,6.044678,-0.7387,,0,NORMAL
ESP_04,6.189322,-0.841,,0,NORMAL
ESP_01,6.038085,-0.734,,0,NORMAL
ESP_04,6.18001,-0.8344,,0,NORMAL
ESP_01,6.032773,-0.7303,,0,NORMAL
ESP_04,6.224314,-0.8657,,0,NORMAL
ESP_01,6.024015,-0.7241,,0,NORMAL
ESP_04,6.21531,-0.8594,,0,NORMAL
ESP_01,6.062192,-0.7511,,0,NORMAL
ESP_04,6.184614,-0.8376,,0,NORMAL
ESP_01,6.055108,-0.7461,,0,NORMAL
ESP_04,6.198529,-0.8475,,0,NORMAL
ESP_01,6.04704,-0.7404,,0,NORMAL
ESP_04,6.190446,-0.8418,,0,NORMAL
ESP_01,6.043202,-0.7377,,0,NORMAL
ESP_04,6.180521,-0.8348,,0,NORMAL
ESP_01,6.034151,-0.7313,,0,NORMAL
ESP_04,6.225747,-0.8667,,0,NORMAL
ESP_01,6.027952,-0.7269,,0,NORMAL
ESP_04,6.184103,-0.8373,,0,NORMAL
ESP_01,6.062782,-0.7515,,0,NORMAL
ESP_04,6.207534,-0.8539,,0,NORMAL
ESP_01,6.055895,-0.7466,,0,NORMAL
ESP_04,6.199553,-0.8482,,0,NORMAL
ESP_01,6.048418,-0.7413,,0,NORMAL
ESP_04,6.192391,-0.8431,,0,NORMAL
ESP_01,6.042809,-0.7374,,0,NORMAL
ESP_04,6.183795,-0.8371,,0,NORMAL
ESP_01,6.033756,-0.731,,0,NORMAL
ESP_04,6.182159,-0.8359,,0,NORMAL
ESP_01,6.026574,-0.7259,,0,NORMAL
ESP_04,6.218277,-0.8615,,0,NORMAL
ESP_01,6.022244,-0.7228,,0,NORMAL
ESP_04,6.208557,-0.8546,,0,NORMAL
ESP_01,6.054321,-0.7455,,0,NORMAL
ESP_04,6.200575,-0.8489,,0,NORMAL
ESP_01,6.049795,-0.7423,,0,NORMAL
ESP_04,6.193413,-0.8439,,0,NORMAL
ESP_01,6.03966,-0.7352,,0,NORMAL
ESP_04,6.184819,-0.8378,,0,NORMAL
ESP_01,6.034151,-0.7313,,0,NORMAL
ESP_04,6.180214,-0.8345,,0,NORMAL
ESP_01,6.02864,-0.7274,,0,NORMAL
ESP_04,6.218891,-0.8619,,0,NORMAL
ESP_01,6.022342,-0.7229,,0,NORMAL
ESP_04,6.208966,-0.8549,,0,NORMAL
ESP_01,6.057076,-0.7475,,0,NORMAL
ESP_04,6.202111,-0.85,,0,NORMAL
ESP_01,6.050188,-0.7426,,0,NORMAL
ESP_04,6.194232,-0.8444,,0,NORMAL
ESP_01,6.042809,-0.7374,,0,NORMAL
ESP_04,6.18574,-0.8384,,0,NORMAL
ESP_01,6.035724,-0.7324,,0,NORMAL
ESP_04,6.180214,-0.8345,,0,NORMAL
ESP_01,6.028738,-0.7274,,0,NORMAL
ESP_04,6.220221,-0.8628,,0,NORMAL
ESP_01,6.021949,-0.7226,,0,NORMAL
ESP_04,6.211012,-0.8563,,0,NORMAL
ESP_01,6.055895,-0.7466,,0,NORMAL
ESP_04,6.203953,-0.8513,,0,NORMAL
ESP_01,6.04891,-0.7417,,0,NORMAL
ESP_04,6.184717,-0.8377,,0,NORMAL
ESP_01,6.043005,-0.7375,,0,NORMAL
ESP_04,6.187786,-0.8399,,0,NORMAL
ESP_01,6.035724,-0.7324,,0,NORMAL
ESP_04,6.179908,-0.8343,,0,NORMAL
ESP_01,6.030214,-0.7285,,0,NORMAL
ESP_04,6.220324,-0.8629,,0,NORMAL
ESP_01,6.021752,-0.7225,,0,NORMAL
ESP_04,6.184,-0.8372,,0,NORMAL
ESP_01,6.05678,-0.7473,,0,NORMAL
ESP_04,6.204361,-0.8516,,0,NORMAL
ESP_01,6.051074,-0.7432,,0,NORMAL
ESP_04,6.196074,-0.8458,,0,NORMAL
ESP_01,6.043498,-0.7379,,0,NORMAL
ESP_04,6.188502,-0.8404,,0,NORMAL
ESP_01,6.036904,-0.7332,,0,NORMAL
ESP_04,6.179805,-0.8342,,0,NORMAL
ESP_01,6.02982,-0.7282,,0,NORMAL
ESP_04,6.18441,-0.8375,,0,NORMAL
ESP_01,6.02254,-0.723,,0,NORMAL
ESP_04,6.213263,-0.8579,,0,NORMAL
ESP_01,6.057076,-0.7475,,0,NORMAL
ESP_04,6.205692,-0.8526,,0,NORMAL
ESP_01,6.050878,-0.7431,,0,NORMAL
ESP_04,6.197711,-0.8469,,0,NORMAL
ESP_01,6.042907,-0.7374,,0,NORMAL
ESP_04,6.189628,-0.8412,,0,NORMAL
ESP_01,6.036216,-0.7327,,0,NORMAL
ESP_04,6.179805,-0.8342,,0,NORMAL
ESP_01,6.030706,-0.7288,,0,NORMAL
ESP_04,6.225337,-0.8664,,0,NORMAL
ESP_01,6.022145,-0.7228,,0,NORMAL
ESP_04,6.216231,-0.86,,0,NORMAL
ESP_01,6.05747,-0.7477,,0,NORMAL
ESP_04,6.208045,-0.8542,,0,NORMAL
ESP_01,6.052353,-0.7441,,0,NORMAL
ESP_04,6.198734,-0.8476,,0,NORMAL
ESP_01,6.025589,-0.7252,,0,NORMAL
ESP_04,6.190753,-0.842,,0,NORMAL
ESP_01,6.037495,-0.7336,,0,NORMAL
ESP_04,6.180111,-0.8345,,0,NORMAL
ESP_01,6.032773,-0.7303,,0,NORMAL
ESP_04,6.224314,-0.8657,,0,NORMAL
ESP_01,6.024212,-0.7242,,0,NORMAL
ESP_04,6.216435,-0.8601,,0,NORMAL
ESP_01,6.05865,-0.7486,,0,NORMAL
ESP_04,6.208455,-0.8545,,0,NORMAL
ESP_01,6.051663,-0.7436,,0,NORMAL
ESP_04,6.200269,-0.8487,,0,NORMAL
ESP_01,6.045367,-0.7392,,0,NORMAL
ESP_04,6.192288,-0.8431,,0,NORMAL
ESP_01,6.039463,-0.735,,0,NORMAL
ESP_04,6.183897,-0.8371,,0,NORMAL
ESP_01,6.032182,-0.7299,,0,NORMAL
ESP_04,6.225951,-0.8669,,0,NORMAL
ESP_01,6.025589,-0.7252,,0,NORMAL
ESP_04,6.218584,-0.8617,,0,NORMAL
ESP_01,6.022244,-0.7228,,0,NORMAL
ESP_04,6.209477,-0.8552,,0,NORMAL
ESP_01,6.025294,-0.725,,0,NORMAL
ESP_04,6.201293,-0.8494,,0,NORMAL
ESP_01,6.04704,-0.7404,,0,NORMAL
ESP_04,6.194129,-0.8444,,0,NORMAL
ESP_01,6.041136,-0.7362,,0,NORMAL
ESP_04,6.185331,-0.8382,,0,NORMAL
ESP_01,6.032871,-0.7304,,0,NORMAL
ESP_04,6.180111,-0.8345,,0,NORMAL
ESP_01,6.023917,-0.724,,0,NORMAL
ESP_04,6.219301,-0.8622,,0,NORMAL
ESP_01,6.022736,-0.7232,,0,NORMAL
ESP_04,6.210807,-0.8562,,0,NORMAL
ESP_01,6.056584,-0.7471,,0,NORMAL
ESP_04,6.184205,-0.8374,,0,NORMAL
ESP_01,6.048516,-0.7414,,0,NORMAL
ESP_04,6.193721,-0.8441,,0,NORMAL
ESP_01,6.041529,-0.7365,,0,NORMAL
ESP_04,6.186558,-0.839,,0,NORMAL
ESP_01,6.025983,-0.7255,,0,NORMAL
ESP_04,6.180111,-0.8345,,0,NORMAL
ESP_01,6.027262,-0.7264,,0,NORMAL
ESP_04,6.220732,-0.8632,,0,NORMAL
ESP_01,6.021949,-0.7226,,0,NORMAL
ESP_04,6.211524,-0.8567,,0,NORMAL
ESP_01,6.053829,-0.7452,,0,NORMAL
ESP_04,6.204874,-0.852,,0,NORMAL
ESP_01,6.047827,-0.7409,,0,NORMAL
ESP_04,6.19546,-0.8453,,0,NORMAL
ESP_01,6.02618,-0.7256,,0,NORMAL
ESP_04,6.187172,-0.8395,,0,NORMAL
ESP_01,6.034937,-0.7318,,0,NORMAL
ESP_04,6.179805,-0.8342,,0,NORMAL
ESP_01,6.028344,-0.7271,,0,NORMAL
ESP_04,6.220528,-0.863,,0,NORMAL
ESP_01,6.021555,-0.7223,,0,NORMAL
ESP_04,6.212752,-0.8575,,0,NORMAL
ESP_01,6.055305,-0.7462,,0,NORMAL
ESP_04,6.204259,-0.8515,,0,NORMAL
ESP_01,6.04881,-0.7416,,0,NORMAL
ESP_04,6.196688,-0.8462,,0,NORMAL
ESP_01,6.043103,-0.7376,,0,NORMAL
ESP_04,6.188911,-0.8407,,0,NORMAL
ESP_01,6.036118,-0.7326,,0,NORMAL
ESP_04,6.18001,-0.8344,,0,NORMAL
ESP_01,6.029132,-0.7277,,0,NORMAL
ESP_04,6.221142,-0.8635,,0,NORMAL
ESP_01,6.022638,-0.7231,,0,NORMAL
ESP_04,6.213775,-0.8583,,0,NORMAL
ESP_01,6.05865,-0.7486,,0,NORMAL
ESP_04,6.20518,-0.8522,,0,NORMAL
ESP_01,6.049007,-0.7418,,0,NORMAL
ESP_04,6.197609,-0.8468,,0,NORMAL
ESP_01,6.025589,-0.7252,,0,NORMAL
ESP_04,6.189423,-0.841,,0,NORMAL
ESP_01,6.036904,-0.7332,,0,NORMAL
ESP_04,6.18001,-0.8344,,0,NORMAL
ESP_01,6.030608,-0.7287,,0,NORMAL
ESP_04,6.223291,-0.865,,0,NORMAL
ESP_01,6.021949,-0.7226,,0,NORMAL
ESP_04,6.215515,-0.8595,,0,NORMAL
ESP_01,6.059339,-0.7491,,0,NORMAL
ESP_04,6.206511,-0.8531,,0,NORMAL
ESP_01,6.050778,-0.743,,0,NORMAL
ESP_04,6.198939,-0.8478,,0,NORMAL
ESP_01,6.045564,-0.7393,,0,NORMAL
ESP_04,6.190549,-0.8418,,0,NORMAL
ESP_01,6.025491,-0.7251,,0,NORMAL
ESP_04,6.182671,-0.8363,,0,NORMAL
ESP_01,6.026082,-0.7255,,0,NORMAL
ESP_04,6.224723,-0.866,,0,NORMAL
ESP_01,6.024704,-0.7246,,0,NORMAL
ESP_04,6.216435,-0.8601,,0,NORMAL
ESP_01,6.058453,-0.7484,,0,NORMAL
ESP_04,6.20825,-0.8544,,0,NORMAL
ESP_01,6.053632,-0.745,,0,NORMAL
ESP_04,6.200064,-0.8486,,0,NORMAL
ESP_01,6.046744,-0.7402,,0,NORMAL
ESP_04,6.192288,-0.8431,,0,NORMAL
ESP_01,6.025785,-0.7253,,0,NORMAL
ESP_04,6.183897,-0.8371,,0,NORMAL
ESP_01,6.032773,-0.7303,,0,NORMAL
ESP_04,6.224928,-0.8662,,0,NORMAL
ESP_01,6.025491,-0.7251,,0,NORMAL
ESP_04,6.217152,-0.8607,,0,NORMAL
ESP_01,6.05924,-0.749,,0,NORMAL
ESP_04,6.209273,-0.8551,,0,NORMAL
ESP_01,6.053337,-0.7448,,0,NORMAL
ESP_04,6.200678,-0.849,,0,NORMAL
ESP_01,6.02618,-0.7256,,0,NORMAL
ESP_04,6.192902,-0.8435,,0,NORMAL
ESP_01,6.025785,-0.7253,,0,NORMAL
ESP_04,6.184614,-0.8376,,0,NORMAL
ESP_01,6.032773,-0.7303,,0,NORMAL
ESP_04,6.180111,-0.8345,,0,NORMAL
ESP_01,6.027558,-0.7266,,0,NORMAL
ESP_04,6.218277,-0.8615,,0,NORMAL
ESP_01,6.022834,-0.7233,,0,NORMAL
ESP_04,6.211115,-0.8564,,0,NORMAL
ESP_01,6.054714,-0.7458,,0,NORMAL
